object_id,address,type,area,rooms,floor,build_year,cadastral_number,owner_ids
572,"к. Шуя, пр. Степной, д. 7/8 к. 733, 680408",квартира,212.8,4,15,1995,21:51:1923311:87,158
573,"д. Нарым, ш. Полтавское, д. 759 к. 1/2, 487699",коммерческое,126.6,5,7,1952,20:78:8473546:96,299
574,"с. Снежинск, алл. Шахтерская, д. 244 стр. 58, 960945",коммерческое,209.3,8,11,2015,17:95:7057663:60,45
575,"ст. Шилка, ул. Дзержинского, д. 5, 770707",дом,205.3,1,10,1994,54:49:8475525:81,219
576,"с. Усть-Кулом, пр. Майский, д. 949, 172444",коммерческое,496.4,8,10,1970,64:63:3341557:85,228
577,"п. Ясный (Оренб.), алл. Клубная, д. 11, 879508",квартира,165.6,9,11,1958,85:58:2483915:10,74
578,"клх Кропоткин (Краснод.), ул. К.Маркса, д. 693 к. 818, 813359",дом,103.9,8,23,2022,27:35:4120669:58,140
579,"г. Россошь, алл. Восточная, д. 6 к. 7, 749025",квартира,414.9,5,27,2024,48:73:8775431:38,252
580,"п. Чокурдах, ул. Ульяновская, д. 9, 369026",квартира,146.1,8,4,1986,63:32:9252486:98,2
581,"п. Хабаровск, пер. Правды, д. 880 стр. 6/5, 943535",квартира,387.1,8,3,1996,84:71:8316015:43,15
582,"к. Гатчина, алл. 9 Января, д. 6/2 стр. 9, 579376",коммерческое,412.8,6,17,2023,12:43:3732123:84,244
583,"д. Костомукша, бул. Придорожный, д. 5 к. 6, 166829",дом,441.6,3,12,1970,16:44:7059317:63,164
584,"п. Серафимович, алл. Киевская, д. 5/9, 120602",квартира,159.1,9,21,1959,75:34:4074382:22,183
585,"д. Туруханск, пр. 40 лет Октября, д. 96 к. 24, 599910",коммерческое,174.9,6,27,1988,44:97:7082121:22,86
586,"с. Поронайск, пр. Спартака, д. 8 стр. 92, 209957",квартира,26.2,9,10,1997,72:62:6709506:30,181
587,"с. Игнашино, бул. Заливный, д. 834 стр. 1, 456522",коммерческое,126.1,4,26,2021,88:98:9818990:78,80
588,"с. Торжок, пер. Матросова, д. 354 к. 844, 324491",дом,241.0,2,4,1966,12:71:6841992:49,59
589,"п. Владикавказ, пер. Тукая, д. 10, 070534",дом,447.1,10,17,1993,32:48:1482504:25,72
590,"д. Грозный, наб. Рябиновая, д. 876 к. 2, 415131",коммерческое,128.8,3,7,1966,20:64:2874387:19,73
591,"д. Нарткала, пр. Уральский, д. 1 к. 2/9, 380032",дом,40.4,2,2,2015,85:17:8869895:25,248
592,"клх Каменск-Уральский, пр. Деповский, д. 3/8 к. 3, 183061",дом,340.4,2,26,1965,87:36:4355853:33,"23,34"
593,"клх Избербаш, пр. Механический, д. 4/6, 824347",квартира,89.9,5,19,1994,55:30:9399251:88,15
594,"д. Новомосковск, пр. Калинина, д. 531 стр. 8/6, 612751",квартира,67.6,10,25,1951,77:37:4213634:46,292
595,"клх Губкин, ш. Восьмого Марта, д. 4/1 к. 5, 608545",квартира,487.3,2,30,1977,74:70:7148229:99,276
596,"ст. Саратов, пр. Троицкий, д. 447 к. 1, 763928",коммерческое,479.7,3,27,1995,58:64:4594921:75,226
597,"д. Щелково, алл. Южная, д. 661 к. 9, 083583",дом,79.3,2,17,1967,73:56:5836389:81,58
598,"ст. Киржач, ш. Алтайское, д. 6 к. 4/9, 000818",дом,257.0,7,10,2008,86:49:8448343:38,43
599,"г. Енисейск, наб. Железнодорожная, д. 13 к. 2, 624111",дом,110.6,2,29,2010,96:57:4008109:11,149
600,"г. Урай, алл. Кубанская, д. 4/5 стр. 7, 447314",дом,230.3,2,4,1968,60:61:2706614:31,"252,54"
601,"к. Рубцовск, алл. Плеханова, д. 8, 883607",дом,116.1,7,4,1979,64:73:5672762:84,102
602,"ст. Усмань, ул. Докучаева, д. 19 стр. 4/8, 791452",дом,248.4,10,13,2012,75:45:3472527:68,205
603,"д. Зеленогорск (Ленин.), ш. Пожарского, д. 31, 978930",дом,258.7,3,1,1962,16:18:9357316:96,129
604,"с. Минусинск, наб. Короткая, д. 759 стр. 943, 875357",дом,310.2,6,5,1988,89:89:2616210:19,92
605,"г. Рославль, ул. Менделеева, д. 30 стр. 823, 067287",дом,400.5,4,10,2013,72:74:5390014:79,267
606,"с. Алдан, ул. Демьяна Бедного, д. 5 к. 6, 248395",коммерческое,28.5,1,14,1965,59:67:6277427:58,277
607,"с. Касимов, бул. Театральный, д. 88 к. 356, 710433",квартира,104.9,5,29,1971,72:65:3256338:49,19
608,"к. Витим, пер. Семашко, д. 61, 503446",квартира,293.1,8,22,2020,97:79:8882244:70,250
609,"д. Печенга, пер. Краснознаменный, д. 292 к. 34, 912896",коммерческое,46.8,5,16,1998,88:96:6918393:46,81
610,"ст. Энгельс, пр. Санаторный, д. 40 стр. 31, 270510",коммерческое,41.7,6,12,2024,13:90:6725334:58,15
611,"с. Солнечногорск, наб. Громова, д. 738 к. 7/8, 485819",дом,217.7,1,22,1981,41:40:6236161:85,177
612,"клх Лабинск, алл. Николаева, д. 8/5 стр. 686, 057563",дом,74.9,3,1,2018,51:14:8732776:94,34
613,"к. Инта, ул. Привольная, д. 6/9 стр. 50, 154809",дом,148.0,8,19,1952,50:58:7548160:51,"291,264"
614,"клх Кырен, пр. Розы Люксембург, д. 144 стр. 879, 278105",квартира,351.6,4,11,2013,74:95:6696526:31,251
615,"клх Ижевск, ул. Маркса Карла, д. 107, 184390",дом,116.8,2,27,2018,37:46:5448564:16,187
616,"клх Зеленогорск (Ленин.), бул. Осипенко, д. 166 стр. 338, 127049",дом,406.2,10,24,1961,84:22:6651204:44,294
617,"п. Агинское (Забайк.), наб. 60 лет Октября, д. 257 к. 2/2, 212590",дом,225.0,6,26,1959,93:48:9466446:48,272
618,"п. Озеры, ул. Лазурная, д. 4 к. 14, 424295",дом,116.0,7,9,2015,68:95:4029979:12,277
619,"ст. Калач, алл. Тепличная, д. 5 к. 5/2, 595587",квартира,296.9,4,22,2009,44:91:9937547:88,265
620,"ст. Черняховск, алл. Союзная, д. 6/5 к. 95, 183437",коммерческое,320.8,9,7,1996,69:28:5032805:29,"223,290"
621,"г. Томпа, бул. Производственный, д. 3/8 стр. 6, 905150",дом,216.9,2,21,1976,62:44:5815809:92,154
622,"с. Наро-Фоминск, бул. Сиреневый, д. 55 к. 97, 079799",дом,134.5,3,7,1953,41:49:8787307:72,121
623,"с. Корсаков, бул. Королева, д. 8 к. 5/1, 816649",дом,330.5,1,7,1970,44:27:1488919:43,224
624,"п. Тобольск, наб. Выгонная, д. 62, 142576",коммерческое,284.3,1,24,2012,12:17:2408104:50,143
625,"г. Дубна, алл. Мичурина, д. 2, 336132",дом,450.5,2,13,1967,40:24:9392777:25,33
626,"с. Ессентуки, ул. Ермака, д. 4/8 к. 8/4, 625265",коммерческое,140.9,2,8,1965,50:52:7542286:40,298
627,"д. Партизанск, ул. Белинского, д. 1/4 стр. 63, 580996",квартира,104.1,5,15,2002,42:85:1938272:72,"112,74"
628,"п. Тамбов, ул. Ульяновская, д. 7, 562624",дом,282.0,8,22,1981,45:28:7090096:70,58
629,"клх Ставрополь, наб. 60 лет СССР, д. 72, 715160",квартира,329.8,10,2,1956,98:95:5021093:42,158
630,"п. Цимлянск, пр. Смирнова, д. 776 стр. 546, 978575",коммерческое,480.1,6,29,1965,78:40:8422287:59,159
631,"ст. Инта, пер. Пархоменко, д. 620 к. 4, 607401",дом,164.4,4,10,1976,30:66:6321470:92,202
632,"к. Белогорск (Амур.), бул. Павлова, д. 7 стр. 5, 842456",дом,435.9,8,16,2002,52:64:2684358:30,18
633,"к. Макаров, ул. Боровая, д. 1 стр. 4/3, 812276",квартира,188.9,10,24,2020,51:68:1458871:16,260
634,"с. Южно-Курильск, ш. Гафури, д. 615, 291681",коммерческое,232.8,3,1,2001,35:90:6126237:50,95
635,"с. Петухово, алл. Иркутская, д. 461, 498830",квартира,139.8,3,28,2002,50:67:9025640:27,57
636,"п. Сальск, бул. Производственный, д. 9 к. 396, 406306",дом,115.4,7,12,1973,60:58:4766269:12,168
637,"к. Славянск-на-Кубани, ш. Карла Маркса, д. 133 стр. 4, 949796",квартира,487.6,4,9,1971,16:61:8195804:86,"286,118"
638,"с. Усть-Ордынский, наб. 50 лет Октября, д. 6, 277382",дом,101.7,10,4,1951,77:65:8611954:96,46
639,"с. Аршан (Бурят.), ш. Крестьянское, д. 9/6 стр. 638, 457702",коммерческое,117.5,5,10,2013,58:26:8236157:36,115
640,"д. Рыбинск, ш. Солнечное, д. 9 к. 4/7, 691163",коммерческое,345.1,7,6,2002,28:13:5868629:43,145
641,"д. Льгов, ш. Аэродромное, д. 9/7, 369455",квартира,197.4,8,3,1951,70:27:6423167:98,231
642,"д. Тюмень, пр. Хвойный, д. 8/8 стр. 8, 264085",коммерческое,204.1,7,24,1982,19:22:1985700:16,109
643,"клх Внуково (метеост.), пер. Правды, д. 7/4 к. 393, 996059",дом,455.9,10,22,1955,10:42:9464810:89,121
644,"д. Якша, бул. Социалистический, д. 1 к. 9/9, 275327",коммерческое,198.0,9,2,2024,32:43:3849886:74,203
645,"п. Магадан, ул. Ясная, д. 8/4, 327819",дом,83.3,6,23,2017,65:28:5368887:24,174
646,"п. Славянск-на-Кубани, ул. Набережная, д. 868 стр. 2/7, 819807",дом,438.4,5,24,1996,65:46:5416038:88,66
647,"к. Пермь, ш. Вокзальное, д. 7 стр. 7/2, 249125",дом,229.2,3,11,2012,29:81:8381800:16,"136,265"
648,"п. Королев, алл. Путевая, д. 851 к. 4/5, 475749",квартира,107.9,8,9,1970,69:65:2946560:73,28
649,"ст. Дивногорск, пер. Рязанский, д. 635, 429477",коммерческое,289.2,8,16,1964,28:25:6865386:21,183
650,"клх Губкин, пер. Гагарина, д. 5/4, 394290",квартира,420.8,9,27,1984,82:94:4563416:84,146
651,"клх Тикси, ш. Кольцова, д. 3/6 стр. 99, 856728",коммерческое,106.7,2,8,2013,96:22:6513962:13,"3,270"
652,"с. Оленегорск (Якут.), бул. Ключевой, д. 4, 332491",дом,199.3,2,27,1991,29:13:2360015:68,63
653,"с. Сибай, бул. Первомайский, д. 63 стр. 661, 488810",коммерческое,478.5,10,22,1950,52:15:8601790:51,"246,233"
654,"п. Красноуральск, алл. Владимирская, д. 37 стр. 994, 131284",квартира,434.4,5,11,1957,19:80:7398678:21,"292,67"
655,"п. Корсаков, ш. Беляева, д. 2/9 стр. 451, 171731",квартира,483.2,7,3,1952,36:30:7517997:61,92
656,"к. Хатанга, пер. Парижской Коммуны, д. 873, 469472",квартира,163.3,7,24,1989,97:87:3202624:55,79
657,"д. Листвянка (Иркут.), наб. Путевая, д. 55 стр. 8, 270587",коммерческое,115.9,8,29,1999,70:44:8097946:21,189
658,"п. Бологое, бул. Свободы, д. 975 к. 23, 348458",коммерческое,109.5,7,3,1955,75:53:8776656:96,189
659,"клх Малгобек, алл. Поселковая, д. 3 стр. 36, 925879",дом,273.1,9,3,1987,69:65:2328472:71,80
660,"п. Кулу, ш. Лермонтова, д. 3 к. 6, 574696",коммерческое,453.4,4,17,2004,47:82:1800747:80,66
661,"ст. Печора, пр. 40 лет Октября, д. 57, 334450",коммерческое,71.7,7,14,1962,69:94:5251016:55,24
662,"ст. Онега, пер. Крымский, д. 99 к. 5/2, 325797",коммерческое,27.8,8,6,1973,60:15:2397383:63,42
663,"клх Суздаль, наб. Менделеева, д. 610, 857417",коммерческое,367.6,8,20,1983,53:33:4541139:33,"153,161"
664,"к. Псебай, ш. Короткое, д. 4, 735984",коммерческое,71.0,9,1,1950,60:24:1223214:31,133
665,"п. Борзя, бул. Матросова, д. 8 стр. 62, 375534",коммерческое,214.4,10,24,2012,48:89:7052024:98,236
666,"п. Голицыно, пр. Войкова, д. 8/1 стр. 185, 085874",дом,62.1,3,1,1974,24:12:4157826:13,203
667,"клх Буденновск, ул. Урожайная, д. 28 стр. 4/2, 477251",коммерческое,136.1,9,7,1961,48:69:3485807:70,75
668,"с. Тулун, бул. Космодемьянской, д. 569 стр. 196, 356243",квартира,453.2,8,16,2010,12:67:5070650:35,60
669,"клх Кандалакша, наб. Амурская, д. 42 стр. 3, 089028",квартира,180.2,2,21,2005,63:73:5878387:14,201
670,"к. Можга, бул. Снежный, д. 34, 433502",коммерческое,303.7,10,30,2012,39:17:9863551:12,249
671,"ст. Оймякон, пр. Снежный, д. 1/8, 633691",коммерческое,50.5,7,29,2010,24:73:6817736:67,162
672,"д. Чегем, пер. Индустриальный, д. 23 стр. 6/6, 331857",квартира,158.2,4,16,1994,66:39:9516717:38,11
673,"с. Амурск, пр. Фадеева, д. 2/6, 416431",коммерческое,429.7,8,5,1987,59:63:7044085:70,174
674,"г. Кырен, бул. Шевченко, д. 323 стр. 328, 700934",коммерческое,119.5,2,22,2011,26:32:4346789:30,83
675,"ст. Ербогачен, алл. Локомотивная, д. 62 к. 820, 465495",дом,472.7,8,10,1980,36:81:1789356:12,52
676,"к. Арсеньев, ул. Средняя, д. 1/9 к. 9/3, 105316",дом,344.9,3,27,2014,14:18:6666248:65,134
677,"с. Слюдянка, ш. Щетинкина, д. 19 к. 8, 425859",квартира,289.8,8,9,1993,55:15:5487758:29,117
678,"с. Холмогоры, алл. Новосельская, д. 42, 164913",коммерческое,44.2,8,26,2008,24:23:2709062:81,"264,54"
679,"п. Малоярославец, бул. Леонова, д. 3 к. 7, 290603",квартира,322.4,4,30,1996,30:47:8407441:74,54
680,"п. Асбест, алл. М.Горького, д. 1, 753967",квартира,330.6,6,27,1967,25:35:8367017:63,51
681,"д. Кулу, пр. Пригородный, д. 9 стр. 6, 457871",квартира,420.7,8,11,1986,74:31:2429986:44,4
682,"г. Норильск, бул. Заводской, д. 41 к. 2/2, 254768",дом,322.1,4,5,2017,63:39:3315160:64,213
683,"с. Тихорецк, алл. Минская, д. 935, 988085",дом,476.9,9,26,1996,13:66:3442499:11,210
684,"к. Ершов, бул. Мелиоративный, д. 92, 340646",квартира,60.7,6,13,1971,65:17:7597913:14,265
685,"с. Москва, МГУ, бул. Чкалова, д. 914, 399106",коммерческое,47.7,9,10,2003,61:97:6105693:50,78
686,"с. Железногорск(Курск.), пр. Большой, д. 7/4, 513426",коммерческое,313.0,3,23,2001,67:92:4441570:79,"5,144"
687,"п. Сасово, бул. Томский, д. 1, 848197",коммерческое,185.7,7,25,1975,48:20:1620256:78,227
688,"к. Гремячинск (Бурят.), бул. Смирнова, д. 61 стр. 1, 417692",коммерческое,496.1,5,7,1961,75:80:6238726:76,65
689,"п. Троицк (Моск.), ул. Гастелло, д. 77, 014448",квартира,33.4,9,19,1983,40:48:8092498:74,82
