property_id,address,property_type,area,rooms,floor,build_year,cadastral_number,owner_info
508,"ст. Череповец, алл. Родниковая, д. 8/5, 743043",Дом,177.9,3,15,1988,37:77:417003:180,"[{""owner_id"": 45, ""share"": 1.0}]"
509,"п. Киренск, ш. Осипенко, д. 922 стр. 7, 527523",Квартира,184.4,4,17,1953,71:74:261562:195,"[{""owner_id"": 20, ""share"": 1.0}]"
510,"д. Елабуга, ш. Астраханское, д. 320 стр. 7, 330303",Коммерческое,177.3,3,25,1991,28:22:962074:961,"[{""owner_id"": 248, ""share"": 1.0}]"
511,"с. Снежногорск (Мурм.), ул. Красногвардейская, д. 8/6 к. 376, 995530",Квартира,150.4,4,13,2016,24:10:426087:955,"[{""owner_id"": 68, ""share"": 1.0}]"
512,"клх Обнинск, ул. Крестьянская, д. 93, 723034",Дом,104.0,1,4,2016,94:49:123572:592,"[{""owner_id"": 45, ""share"": 1.0}]"
513,"п. Ульяновск, пр. Профсоюзный, д. 317 к. 52, 507648",Дом,69.8,3,25,2006,95:25:385898:153,"[{""owner_id"": 108, ""share"": 0.26}, {""owner_id"": 165, ""share"": 0.74}]"
514,"ст. Сортавала, бул. Мая 1, д. 5 стр. 2/3, 065838",Квартира,192.5,5,17,1963,36:79:467335:563,"[{""owner_id"": 59, ""share"": 1.0}]"
515,"ст. Соболево, алл. Лазо, д. 622 стр. 795, 844823",Коммерческое,164.7,5,8,1971,19:49:743052:914,"[{""owner_id"": 73, ""share"": 1.0}]"
516,"клх Калач, пер. Магистральный, д. 31 к. 210, 803586",Квартира,43.4,4,22,1956,23:59:156413:89,"[{""owner_id"": 228, ""share"": 1.0}]"
517,"с. Белгород, наб. Парковая, д. 39 к. 2, 529517",Коммерческое,127.3,5,21,2007,88:55:427617:341,"[{""owner_id"": 92, ""share"": 1.0}]"
518,"п. Дмитров, пр. Краснопартизанский, д. 93 к. 3/3, 542216",Дом,122.2,1,23,2009,22:68:425469:701,"[{""owner_id"": 274, ""share"": 0.88}, {""owner_id"": 41, ""share"": 0.12}]"
519,"клх Москва, ш. Троицкое, д. 4/4 стр. 483, 447048",Дом,61.7,2,5,1983,56:60:292259:717,"[{""owner_id"": 239, ""share"": 1.0}]"
520,"г. Курумкан, ул. Ольховая, д. 759 к. 2, 377492",Квартира,83.3,4,6,1986,54:87:702593:131,"[{""owner_id"": 170, ""share"": 0.49}, {""owner_id"": 167, ""share"": 0.12}, {""owner_id"": 233, ""share"": 0.39}]"
521,"клх Карталы, пер. Крупской, д. 4/5, 777522",Коммерческое,163.4,3,18,1959,48:78:583367:411,"[{""owner_id"": 208, ""share"": 1.0}]"
522,"г. Пышма, пр. Тимирязева, д. 329, 592294",Коммерческое,63.9,2,16,1999,18:53:318353:834,"[{""owner_id"": 123, ""share"": 1.0}]"
523,"к. Приморско-Ахтарск, ул. Деповская, д. 6, 363726",Дом,122.1,3,18,1980,32:94:802131:80,"[{""owner_id"": 221, ""share"": 1.0}]"
524,"клх Ирбит, пр. Репина, д. 954, 851331",Коммерческое,103.3,5,4,2006,32:49:525505:72,"[{""owner_id"": 294, ""share"": 0.19}, {""owner_id"": 250, ""share"": 0.81}]"
525,"г. Кущевская, пер. Вольный, д. 21 стр. 22, 154815",Дом,109.0,1,3,1977,27:84:891662:652,"[{""owner_id"": 195, ""share"": 1.0}]"
526,"д. Пушкинские Горы, пр. Короленко, д. 1 стр. 991, 488064",Дом,90.2,5,15,1975,36:97:431976:307,"[{""owner_id"": 76, ""share"": 0.46}, {""owner_id"": 77, ""share"": 0.54}]"
527,"ст. Абакан, ш. Коминтерна, д. 99, 787358",Дом,149.2,3,3,2024,11:88:635218:414,"[{""owner_id"": 156, ""share"": 1.0}]"
528,"клх Петушки, ш. Маркса, д. 2 к. 3/4, 219262",Коммерческое,194.2,1,23,2021,55:24:395917:887,"[{""owner_id"": 151, ""share"": 0.4}, {""owner_id"": 32, ""share"": 0.6}]"
529,"п. Ишим, наб. Вишневая, д. 542, 147891",Коммерческое,126.2,3,23,1998,61:58:556329:559,"[{""owner_id"": 222, ""share"": 1.0}]"
530,"ст. Эльтон, алл. Плеханова, д. 9 к. 428, 800366",Дом,45.0,5,13,1996,63:29:402483:894,"[{""owner_id"": 89, ""share"": 1.0}]"
531,"клх Звенигород, ул. Овражная, д. 353 стр. 4, 310505",Квартира,32.9,1,5,2012,94:65:242371:87,"[{""owner_id"": 69, ""share"": 1.0}]"
532,"п. Туруханск, пер. Молодежный, д. 9, 692990",Дом,180.8,5,14,1973,68:75:544726:566,"[{""owner_id"": 213, ""share"": 1.0}]"
533,"с. Тында, пр. Ростовский, д. 7/4 стр. 92, 896337",Дом,128.8,5,16,1980,74:44:530794:949,"[{""owner_id"": 197, ""share"": 0.28}, {""owner_id"": 182, ""share"": 0.72}]"
534,"д. Нарым, ул. Шолохова, д. 86 стр. 936, 101328",Квартира,196.1,5,16,1997,24:84:604923:985,"[{""owner_id"": 188, ""share"": 1.0}]"
535,"п. Шумиха, ул. Тукая, д. 35, 918750",Коммерческое,151.6,3,15,2016,20:76:739705:91,"[{""owner_id"": 73, ""share"": 1.0}]"
536,"с. Орехово-Зуево, бул. Московский, д. 6/3, 881431",Коммерческое,134.1,5,10,1956,53:78:916344:12,"[{""owner_id"": 40, ""share"": 1.0}]"
537,"д. Саянск, ул. Бажова, д. 759 к. 58, 720266",Дом,123.3,3,14,1995,47:47:275645:37,"[{""owner_id"": 263, ""share"": 1.0}]"
538,"д. Оренбург, пер. 40 лет Октября, д. 825, 498992",Коммерческое,161.3,3,2,2010,84:31:700687:53,"[{""owner_id"": 156, ""share"": 1.0}]"
539,"п. Шахты, бул. Демьяна Бедного, д. 374 к. 874, 966941",Коммерческое,132.4,3,16,1960,26:74:180595:872,"[{""owner_id"": 150, ""share"": 1.0}]"
540,"с. Апатиты, ул. Л.Толстого, д. 8 стр. 9, 994641",Дом,174.4,1,24,1964,87:32:720515:757,"[{""owner_id"": 130, ""share"": 0.59}, {""owner_id"": 68, ""share"": 0.41}]"
541,"г. Приморско-Ахтарск, алл. Рязанская, д. 9/6 к. 96, 649804",Дом,165.4,3,23,1980,72:33:938202:541,"[{""owner_id"": 229, ""share"": 1.0}]"
542,"г. Шенкурск, бул. Льва Толстого, д. 252, 262706",Коммерческое,188.1,2,16,2002,59:40:792759:451,"[{""owner_id"": 176, ""share"": 0.87}, {""owner_id"": 44, ""share"": 0.13}]"
543,"д. Шахты, ул. Республиканская, д. 9, 581308",Дом,29.8,3,25,1964,16:31:586554:409,"[{""owner_id"": 86, ""share"": 0.56}, {""owner_id"": 108, ""share"": 0.44}]"
544,"к. Старый Оскол, бул. Азовский, д. 5/2 к. 7, 027500",Коммерческое,190.7,5,8,1998,97:59:597643:269,"[{""owner_id"": 244, ""share"": 1.0}]"
545,"г. Нефтегорск (Самар.), пр. Шолохова, д. 699 стр. 60, 418493",Квартира,72.0,4,13,1990,77:97:143010:100,"[{""owner_id"": 223, ""share"": 1.0}]"
546,"с. Северодвинск, ул. Р.Люксембург, д. 1/2 стр. 3/7, 013651",Квартира,66.0,5,13,2009,96:40:869983:689,"[{""owner_id"": 182, ""share"": 0.37}, {""owner_id"": 222, ""share"": 0.21}, {""owner_id"": 140, ""share"": 0.42}]"
547,"к. Магнитогорск, наб. Украинская, д. 567 к. 7, 524062",Коммерческое,80.7,2,11,2020,11:96:108887:852,"[{""owner_id"": 100, ""share"": 1.0}]"
548,"к. Нефедова, пер. Спартака, д. 3/6 стр. 3/3, 190533",Квартира,114.5,4,12,1978,46:42:302458:35,"[{""owner_id"": 211, ""share"": 1.0}]"
549,"ст. Артем, пр. Дзержинского, д. 7/5 к. 6, 939652",Квартира,188.9,2,20,1965,25:21:998043:620,"[{""owner_id"": 48, ""share"": 1.0}]"
550,"д. Кимры, ул. Восьмого Марта, д. 624 к. 4, 290036",Квартира,181.3,2,9,1987,69:94:179392:655,"[{""owner_id"": 290, ""share"": 1.0}]"
551,"г. Борзя, ш. Дорожников, д. 82 стр. 3/7, 883958",Дом,144.6,3,9,1970,19:45:914854:64,"[{""owner_id"": 142, ""share"": 1.0}]"
552,"д. Мураши, алл. Маяковского, д. 35, 161857",Квартира,66.5,3,6,2006,18:72:310416:625,"[{""owner_id"": 171, ""share"": 1.0}]"
553,"с. Бомнак, наб. Интернациональная, д. 254, 774473",Квартира,45.9,4,7,1963,66:43:208304:36,"[{""owner_id"": 252, ""share"": 1.0}]"
554,"к. Диксон, пр. Калинина, д. 671 к. 8, 449305",Коммерческое,65.1,4,1,2013,29:93:771440:1,"[{""owner_id"": 293, ""share"": 1.0}]"
555,"д. Тырныауз, алл. Омская, д. 783, 133892",Коммерческое,20.7,4,16,2005,61:18:666366:232,"[{""owner_id"": 200, ""share"": 0.66}, {""owner_id"": 137, ""share"": 0.23}, {""owner_id"": 78, ""share"": 0.11}]"
556,"д. Соль-Илецк, пер. Ягодный, д. 852 стр. 4/1, 862515",Квартира,122.1,3,11,1988,61:17:762985:982,"[{""owner_id"": 247, ""share"": 1.0}]"
557,"с. Мелеуз, наб. Сахалинская, д. 4 к. 9/1, 891567",Коммерческое,173.6,3,3,2008,47:92:312987:181,"[{""owner_id"": 188, ""share"": 1.0}]"
558,"к. Омск, ул. Серафимовича, д. 7/3 к. 2/5, 362999",Коммерческое,54.4,4,4,1995,72:20:763529:449,"[{""owner_id"": 197, ""share"": 1.0}]"
559,"клх Руза, наб. Интернациональная, д. 101 к. 8, 908352",Коммерческое,199.3,2,16,1999,18:79:774661:316,"[{""owner_id"": 72, ""share"": 0.25}, {""owner_id"": 19, ""share"": 0.75}]"
560,"д. Шадринск, бул. Ленина, д. 3 к. 7, 884997",Квартира,26.7,1,11,1955,61:25:321960:827,"[{""owner_id"": 231, ""share"": 1.0}]"
561,"п. Ухта, ш. Папанина, д. 6 к. 28, 221797",Дом,189.2,5,5,2024,39:19:138669:754,"[{""owner_id"": 268, ""share"": 1.0}]"
562,"к. Тура, алл. Микрорайон, д. 670 стр. 5, 143672",Дом,183.3,5,2,1981,99:93:236878:15,"[{""owner_id"": 10, ""share"": 1.0}]"
563,"г. Истра, алл. Красноармейская, д. 98 стр. 7, 193978",Дом,167.7,1,15,1971,85:18:957525:838,"[{""owner_id"": 26, ""share"": 1.0}]"
564,"к. Чебаркуль, ш. Солнечное, д. 81, 905528",Коммерческое,163.9,2,3,1975,64:53:950941:856,"[{""owner_id"": 255, ""share"": 1.0}]"
565,"д. Каргополь, ш. Королева, д. 958, 705326",Квартира,77.9,2,25,1955,85:32:451801:65,"[{""owner_id"": 206, ""share"": 0.88}, {""owner_id"": 167, ""share"": 0.05}, {""owner_id"": 62, ""share"": 0.07}]"
566,"г. Чайковский, ш. Российское, д. 338, 425513",Дом,50.2,3,18,1971,66:41:710256:42,"[{""owner_id"": 73, ""share"": 1.0}]"
567,"д. Бийск, пер. Чернышевского, д. 181 стр. 6, 243736",Квартира,22.8,4,3,1950,10:32:193471:724,"[{""owner_id"": 193, ""share"": 1.0}]"
568,"клх Тутаев, алл. Воровского, д. 3/8 к. 935, 933539",Дом,144.8,4,23,1966,36:28:770905:278,"[{""owner_id"": 146, ""share"": 1.0}]"
569,"клх Нальчик, наб. Парижской Коммуны, д. 854 стр. 61, 639792",Квартира,188.9,5,23,1954,86:33:852037:512,"[{""owner_id"": 211, ""share"": 1.0}]"
570,"ст. Гатчина, пр. Ленина, д. 16, 837727",Коммерческое,168.8,3,12,2003,10:81:347085:197,"[{""owner_id"": 46, ""share"": 1.0}]"
571,"д. Шадринск, ш. Циолковского, д. 1/6 к. 34, 644161",Квартира,131.4,5,17,1978,69:90:791354:214,"[{""owner_id"": 272, ""share"": 1.0}]"
572,"д. Славгород, бул. Логовой, д. 9 к. 7, 051038",Квартира,163.4,4,16,1972,30:95:145209:56,"[{""owner_id"": 100, ""share"": 1.0}]"
573,"с. Качканар, наб. Волгоградская, д. 7/4, 281444",Квартира,98.2,3,20,2008,15:23:876383:54,"[{""owner_id"": 146, ""share"": 1.0}]"
574,"д. Чегем, пер. Крупской, д. 70, 676490",Квартира,149.9,5,19,1991,63:35:883377:694,"[{""owner_id"": 91, ""share"": 0.49}, {""owner_id"": 81, ""share"": 0.14}, {""owner_id"": 15, ""share"": 0.37}]"
575,"д. Уварово, пер. Смирнова, д. 6 к. 2, 587271",Квартира,62.7,4,7,1998,38:19:593869:600,"[{""owner_id"": 118, ""share"": 0.36}, {""owner_id"": 57, ""share"": 0.64}]"
576,"п. Анива, пр. Виноградный, д. 164 стр. 44, 873877",Квартира,58.9,5,15,1972,59:57:243030:469,"[{""owner_id"": 224, ""share"": 1.0}]"
577,"клх Кировск (Ленин.), пр. Дальневосточный, д. 8/1, 130909",Квартира,25.8,5,2,1985,27:24:993021:477,"[{""owner_id"": 184, ""share"": 0.26}, {""owner_id"": 139, ""share"": 0.74}]"
578,"п. Тобольск, ш. Маркса Карла, д. 328 стр. 3/6, 204123",Дом,59.6,3,20,1970,91:88:278190:592,"[{""owner_id"": 88, ""share"": 1.0}]"
579,"клх Новомичуринск, пр. Элеваторный, д. 244 к. 507, 932453",Квартира,126.5,4,9,1951,64:41:359870:336,"[{""owner_id"": 118, ""share"": 0.79}, {""owner_id"": 45, ""share"": 0.1}, {""owner_id"": 211, ""share"": 0.11}]"
580,"д. Старый Оскол, пер. Некрасова, д. 522 стр. 1/9, 264963",Коммерческое,190.3,5,1,2003,15:15:593515:752,"[{""owner_id"": 114, ""share"": 1.0}]"
581,"к. Быково (метеост.), ш. Победы, д. 52 к. 343, 118900",Дом,165.7,1,15,2013,40:20:685616:772,"[{""owner_id"": 18, ""share"": 0.52}, {""owner_id"": 218, ""share"": 0.48}]"
582,"с. Тула, ул. Революции, д. 80 к. 728, 202009",Квартира,43.9,3,8,1961,12:71:801534:313,"[{""owner_id"": 209, ""share"": 1.0}]"
583,"с. Псков, алл. Ленинская, д. 4 стр. 9/1, 577950",Коммерческое,154.5,1,15,2009,27:61:293929:809,"[{""owner_id"": 236, ""share"": 1.0}]"
584,"с. Корсаков, наб. Первомайская, д. 873, 307221",Квартира,89.3,3,17,1954,47:64:889460:277,"[{""owner_id"": 238, ""share"": 0.79}, {""owner_id"": 1, ""share"": 0.21}]"
585,"д. Оленек, ул. Дорожников, д. 367 стр. 11, 546171",Коммерческое,163.0,1,20,1992,17:75:807424:373,"[{""owner_id"": 278, ""share"": 1.0}]"
586,"с. Азов (Рост.), наб. Фрунзе, д. 16 к. 53, 225216",Коммерческое,27.4,3,6,2021,18:81:843793:793,"[{""owner_id"": 57, ""share"": 0.39}, {""owner_id"": 197, ""share"": 0.61}]"
587,"к. Иркутск, пер. Просторный, д. 520, 772690",Квартира,117.1,4,24,2024,99:36:889759:763,"[{""owner_id"": 172, ""share"": 1.0}]"
588,"с. Якша, наб. Мирная, д. 82 к. 2/8, 802455",Коммерческое,142.4,3,2,1958,57:54:574386:498,"[{""owner_id"": 165, ""share"": 0.82}, {""owner_id"": 181, ""share"": 0.18}]"
589,"с. Ахтубинск, ул. Веселая, д. 258, 686498",Дом,147.8,5,10,2007,89:57:938759:690,"[{""owner_id"": 63, ""share"": 1.0}]"
590,"с. Усть-Кулом, ш. 60 лет СССР, д. 83 к. 1/1, 474083",Квартира,71.9,1,4,1971,45:24:830943:152,"[{""owner_id"": 34, ""share"": 0.17}, {""owner_id"": 97, ""share"": 0.35}, {""owner_id"": 235, ""share"": 0.48}]"
591,"д. Выборг, ул. Папанина, д. 3 стр. 164, 698369",Коммерческое,191.4,1,10,2003,97:79:238440:486,"[{""owner_id"": 105, ""share"": 1.0}]"
592,"ст. Мурманск, наб. Угольная, д. 5/8, 821398",Коммерческое,136.0,3,7,1958,12:39:975505:971,"[{""owner_id"": 228, ""share"": 1.0}]"
593,"к. Рыльск, алл. Зеленая, д. 31, 720550",Дом,124.2,3,16,2017,80:66:580255:312,"[{""owner_id"": 172, ""share"": 1.0}]"
594,"г. Биробиджан, ул. Достоевского, д. 74, 391900",Квартира,162.1,2,16,1997,46:16:255544:362,"[{""owner_id"": 157, ""share"": 1.0}]"
595,"к. Глазов, ш. Центральное, д. 791 к. 33, 379897",Коммерческое,186.3,5,10,1973,32:98:798724:814,"[{""owner_id"": 86, ""share"": 1.0}]"
596,"г. Урай, наб. Чкалова, д. 886 стр. 7, 000998",Квартира,27.4,3,19,1966,66:43:487629:189,"[{""owner_id"": 122, ""share"": 1.0}]"
597,"п. Рязань, ул. Владимирская, д. 2/2, 519854",Коммерческое,77.0,3,5,1997,67:79:270495:547,"[{""owner_id"": 18, ""share"": 1.0}]"
598,"ст. Хужир, алл. Пролетарская, д. 14 к. 653, 466075",Дом,187.6,2,15,1990,29:10:874368:560,"[{""owner_id"": 13, ""share"": 1.0}]"
599,"к. Черемхово, наб. Черемушки, д. 8/3 стр. 910, 402818",Коммерческое,140.0,5,24,2006,53:98:217771:750,"[{""owner_id"": 170, ""share"": 0.82}, {""owner_id"": 152, ""share"": 0.08}, {""owner_id"": 243, ""share"": 0.1}]"
600,"клх Кизел, пр. Рязанский, д. 326 стр. 985, 745273",Квартира,142.0,1,10,1953,61:89:981723:226,"[{""owner_id"": 21, ""share"": 1.0}]"
601,"с. Мирный, алл. Чайковского, д. 1/1, 129182",Дом,29.9,2,19,2017,38:45:305222:24,"[{""owner_id"": 48, ""share"": 1.0}]"
602,"д. Гатчина, пр. Ленинский, д. 65 стр. 246, 079230",Коммерческое,140.9,1,17,2000,34:72:433193:618,"[{""owner_id"": 229, ""share"": 1.0}]"
603,"с. Апшеронск, ул. Полярная, д. 38, 101232",Коммерческое,85.0,2,23,2004,57:59:490941:13,"[{""owner_id"": 29, ""share"": 1.0}]"
604,"к. Верхний Уфалей, ул. Путевая, д. 1, 665344",Дом,196.0,5,3,1977,66:63:942725:454,"[{""owner_id"": 180, ""share"": 1.0}]"
605,"к. Ижевск, пр. Маркса Карла, д. 74, 191530",Коммерческое,181.4,2,19,1961,28:36:417960:487,"[{""owner_id"": 218, ""share"": 1.0}]"
606,"клх Якша, бул. Некрасова, д. 3/5, 586176",Дом,35.9,4,21,1984,63:32:682813:474,"[{""owner_id"": 269, ""share"": 0.85}, {""owner_id"": 172, ""share"": 0.07}, {""owner_id"": 34, ""share"": 0.08}]"
607,"к. Вологда, бул. Подлесный, д. 3/7 стр. 1/9, 665622",Дом,72.1,4,2,1988,84:48:618101:573,"[{""owner_id"": 71, ""share"": 0.25}, {""owner_id"": 103, ""share"": 0.75}]"
608,"д. Саратов, ш. Щербакова, д. 5 к. 8/2, 903500",Квартира,67.3,4,4,1986,63:32:615780:929,"[{""owner_id"": 115, ""share"": 0.73}, {""owner_id"": 14, ""share"": 0.27}]"
